EmployeeID,Name,Department,Position,Salary,Experience,Performance,HireDate
340,Employee_340,Engineering,Senior,52660.47580054973,6,3.1518453342417656,2021-08-22
341,Employee_341,Engineering,Director,114672.49142582728,1,2.800179020596506,2018-12-12
342,Employee_342,Sales,Manager,40000.0,10,4.522301216833577,2022-05-06
343,Employee_343,Marketing,Manager,71495.5517543664,13,3.2017793644281975,2021-07-18
344,Employee_344,Sales,Lead,104306.8739902017,4,2.9200686769876025,2021-02-06
345,Employee_345,Finance,Junior,72668.48336145589,8,4.065564007936434,2022-05-02
346,Employee_346,Finance,Director,64874.72321373256,6,2.3957176516694516,2019-04-20
347,Employee_347,Marketing,Junior,78235.54192038251,13,4.000088436999158,2021-01-11
348,Employee_348,Sales,Junior,66171.99549993884,15,4.925119773280686,2022-07-21
349,Employee_349,Marketing,Senior,75771.23731892348,15,3.953286266268071,2021-01-13
350,Employee_350,Sales,Senior,57915.47408699676,6,4.01031865300794,2021-08-07
351,Employee_351,Sales,Director,102716.8604988931,9,4.196048173525988,2020-12-31
352,Employee_352,Finance,Junior,110581.62302664152,5,4.867766422940415,2018-06-25
353,Employee_353,HR,Lead,71665.24194720943,16,4.467915168015283,2020-04-22
354,Employee_354,Engineering,Junior,40337.76448271892,0,3.851735777818419,2022-01-27
355,Employee_355,Engineering,Senior,61903.92074216512,1,4.223113120508801,2021-11-20
356,Employee_356,Marketing,Junior,70400.28349742589,13,2.7912520596279116,2020-05-16
357,Employee_357,Engineering,Manager,87638.4719225802,3,4.121034872597858,2021-01-20
358,Employee_358,Finance,Manager,49799.66942073305,8,2.695555223053002,2019-04-15
359,Employee_359,HR,Lead,55770.94203394623,5,3.2063820650946986,2021-12-29
360,Employee_360,Sales,Director,87766.90344647018,16,1.0339502598854098,2021-06-27
361,Employee_361,Sales,Junior,98472.72080098894,10,3.8211437274939697,2019-10-07
362,Employee_362,Finance,Manager,59460.1488707329,3,2.9849023911133177,2019-11-13
363,Employee_363,Engineering,Director,41669.5736512251,8,4.3889161721635706,2020-08-13
364,Employee_364,Sales,Manager,157102.9550321971,15,3.812154088484322,2022-05-16
365,Employee_365,Engineering,Director,94582.60592721784,2,4.3992767157613,2020-04-29
366,Employee_366,Finance,Director,68324.9059558242,3,2.63312276426197,2018-08-30
367,Employee_367,Sales,Manager,96725.781888271,2,4.330708829727706,2019-12-04
368,Employee_368,Marketing,Senior,71888.58425713945,12,5.0,2022-03-01
369,Employee_369,HR,Director,96678.92222750466,18,4.111326639945515,2018-12-07
370,Employee_370,Engineering,Junior,78984.82994440556,0,4.132279206953831,2020-03-04
371,Employee_371,Engineering,Manager,77281.79745418933,5,3.6356781411159482,2020-01-15
372,Employee_372,Engineering,Senior,72160.45329423029,2,3.0802649755477085,2022-02-04
373,Employee_373,Engineering,Manager,40000.0,2,4.108953898161207,2019-04-09
374,Employee_374,Finance,Lead,123452.37248482849,15,2.2951336716783453,2020-03-12
375,Employee_375,Finance,Junior,51461.65199330641,9,3.1657959000633467,2021-07-23
376,Employee_376,Finance,Lead,40999.41059223514,16,2.083154558130254,2018-01-16
377,Employee_377,Finance,Director,69678.50293109081,6,2.9370748981479338,2020-12-01
378,Employee_378,Sales,Director,50963.20466223733,12,4.013636073514849,2018-07-28
379,Employee_379,Finance,Lead,73707.18023599322,10,3.9043147009763706,2020-12-20
380,Employee_380,Sales,Lead,92194.09621404421,9,3.540730956428378,2019-01-01
381,Employee_381,Marketing,Director,99882.57251323058,6,3.6363207952496093,2021-06-18
382,Employee_382,Finance,Senior,95368.26804054204,5,1.9913083057086325,2019-09-01
383,Employee_383,Marketing,Junior,67359.19863035799,0,3.201950175543268,2022-12-20
384,Employee_384,Finance,Manager,76239.79569153965,16,2.954918714851832,2018-06-10
385,Employee_385,Marketing,Lead,85196.97627243727,11,2.9727522475883674,2019-02-02
386,Employee_386,HR,Junior,40000.0,3,3.9796629022510026,2020-03-05
387,Employee_387,Marketing,Manager,89264.6175029965,2,2.8115941387957513,2019-05-16
388,Employee_388,Sales,Manager,40000.0,5,3.0162553198980713,2018-07-29
389,Employee_389,Engineering,Lead,126008.66497266223,15,1.830344603432387,2021-03-03
390,Employee_390,Marketing,Senior,64887.122883957614,12,3.2647014556990643,2021-11-06
391,Employee_391,Engineering,Senior,70378.12057013522,8,2.629729961829104,2019-03-10
392,Employee_392,HR,Junior,55757.32251905362,10,3.5633623429517147,2019-09-02
393,Employee_393,HR,Junior,59250.74920360776,19,2.739113562606028,2022-10-22
394,Employee_394,Sales,Director,131852.339228581,12,3.583633796439373,2019-01-25
395,Employee_395,Sales,Senior,98509.24221558245,18,3.3842513914061256,2020-09-24
396,Employee_396,Marketing,Junior,40000.0,2,4.837633418433857,2019-08-07
397,Employee_397,Finance,Director,112605.32251713074,11,3.897774384362555,2019-03-09
398,Employee_398,HR,Manager,104831.05687853579,18,2.0282897019501576,2021-07-22
399,Employee_399,Engineering,Junior,67969.68844279279,7,2.4880889247178333,2018-12-18
400,Employee_400,Finance,Director,82667.42355074594,13,3.5441664071938668,2018-05-15
401,Employee_401,HR,Senior,74626.39801447315,8,2.7561216412858793,2020-12-26
402,Employee_402,Marketing,Manager,124314.49761117331,16,1.1253052558113181,2019-10-02
403,Employee_403,HR,Junior,55092.74527519774,5,4.579637051066995,2021-05-14
404,Employee_404,Sales,Senior,78650.26524439317,3,4.076179213524326,2021-08-15
405,Employee_405,Engineering,Manager,64296.36672517989,3,3.916781498793417,2018-04-28
406,Employee_406,Engineering,Lead,40000.0,18,3.014141563623268,2021-07-15
407,Employee_407,Sales,Senior,129790.95637637468,11,3.8421414168079435,2022-12-24
408,Employee_408,Finance,Lead,45460.83552243969,1,2.9365117406232946,2018-05-30
409,Employee_409,Sales,Junior,80503.2296871944,16,3.6638858401741525,2021-05-03
410,Employee_410,Engineering,Director,40000.0,14,2.763533419330818,2022-09-01
411,Employee_411,Marketing,Junior,65023.23651892267,9,4.713030760444811,2018-06-29
412,Employee_412,Finance,Senior,85549.22053583643,2,2.2438106767345243,2018-05-29
413,Employee_413,HR,Lead,54381.65051244093,19,4.485827063608665,2019-04-11
414,Employee_414,Marketing,Lead,89670.04626839138,3,3.531132662413864,2020-09-03
415,Employee_415,Finance,Manager,68273.97270279794,0,3.1084264037264075,2019-07-24
416,Employee_416,Engineering,Junior,104002.06280996533,0,3.633602337356591,2020-10-26
417,Employee_417,Engineering,Junior,109044.02283350559,17,4.0866784057425445,2019-06-11
418,Employee_418,Marketing,Senior,60331.38098174971,3,4.593397389355518,2018-10-08
419,Employee_419,Finance,Lead,76918.32148482391,14,3.7505144185068255,2019-05-15
420,Employee_420,HR,Senior,79586.35566180582,9,2.787443131790178,2020-04-16
421,Employee_421,HR,Senior,90483.73238586746,16,3.544504099012631,2019-03-13
422,Employee_422,Sales,Lead,75359.54990610664,11,4.953434589329898,2020-03-27
423,Employee_423,Marketing,Senior,79755.27398357105,19,4.578142468410099,2021-05-25
424,Employee_424,Finance,Lead,68914.838130122,11,4.227010782499487,2019-11-19
425,Employee_425,Marketing,Senior,77880.99667430046,15,4.136549616097909,2020-04-08
426,Employee_426,HR,Director,107448.50483837831,4,4.059560072485233,2020-08-27
427,Employee_427,Finance,Senior,91152.08103029637,15,4.427003867607896,2022-03-20
428,Employee_428,Engineering,Senior,92531.39098608423,16,3.1346969714224757,2021-03-07
429,Employee_429,Engineering,Director,93076.75810338945,14,2.415931147379995,2019-09-05
430,Employee_430,Finance,Junior,71154.78055297412,12,3.555202800589649,2019-08-19
431,Employee_431,Marketing,Lead,82970.67608948826,7,2.845934730577847,2021-07-28
432,Employee_432,Marketing,Manager,47870.65804160638,1,2.6559833956982524,2018-05-13
433,Employee_433,Engineering,Director,106720.19140792392,7,2.9237771387296547,2019-01-29
434,Employee_434,Engineering,Junior,40000.0,9,5.0,2019-04-27
435,Employee_435,HR,Senior,72821.29019161437,6,3.6088997072606754,2022-03-18
436,Employee_436,Finance,Junior,103522.39942875685,9,3.7895262690887903,2019-09-21
437,Employee_437,Marketing,Director,40903.301659266464,3,2.5221097543965967,2019-02-24
438,Employee_438,HR,Senior,84994.49794042128,10,2.024997632965896,2021-05-11
439,Employee_439,Marketing,Junior,57980.83883552433,8,2.844757885504955,2019-10-15
440,Employee_440,Engineering,Manager,65779.91837027828,3,4.650556468166998,2019-10-21
441,Employee_441,Finance,Lead,98648.52401598595,2,3.767420372861217,2019-04-08
442,Employee_442,Sales,Lead,79951.42314712875,10,3.9788760731555137,2022-12-08
443,Employee_443,Finance,Director,40000.0,2,4.090852831361649,2021-05-11
444,Employee_444,Sales,Senior,50589.36150671004,17,3.026920496161378,2018-06-02
445,Employee_445,HR,Senior,99383.39337221898,18,4.610372467178694,2018-08-11
446,Employee_446,Sales,Lead,86223.56795482495,13,2.9937539206222543,2018-03-21
447,Employee_447,Sales,Junior,118703.38931310711,10,4.624985887410042,2021-05-09
448,Employee_448,HR,Senior,117066.18985033243,1,3.8538417249082726,2022-11-22
449,Employee_449,Finance,Manager,66443.8717463302,1,2.0687638766029424,2018-04-10
450,Employee_450,HR,Manager,137580.9451267372,1,2.901592410719572,2020-07-01
451,Employee_451,Engineering,Senior,75611.99174629778,9,2.0720491737023163,2018-08-02
452,Employee_452,Engineering,Senior,50933.286639774364,14,4.430625706235367,2021-03-13
453,Employee_453,Sales,Lead,59159.003352235566,11,3.4802116633580793,2019-12-04
454,Employee_454,HR,Director,40000.0,10,1.7173260480401757,2021-11-14
455,Employee_455,HR,Lead,115175.47520623202,16,3.800597505375727,2021-10-30
456,Employee_456,HR,Director,114869.0497260966,17,3.070268590089344,2020-12-12
457,Employee_457,Finance,Manager,49612.31402966697,13,2.312955315973342,2020-08-25
458,Employee_458,Marketing,Director,69302.89279045236,16,4.842372669574957,2022-07-07
459,Employee_459,Marketing,Lead,77390.18860281444,14,3.585828692877263,2018-05-16
460,Employee_460,Marketing,Senior,50991.17369644716,11,3.26525487814935,2019-02-16
461,Employee_461,Finance,Director,40000.0,15,3.1804601752111865,2022-02-03
462,Employee_462,HR,Lead,69741.0599055772,5,2.289376424673782,2021-02-10
463,Employee_463,Marketing,Manager,66973.01426351882,1,2.456360880332712,2022-03-30
464,Employee_464,HR,Director,65289.71897528062,1,4.5279334279000665,2020-02-25
465,Employee_465,Sales,Manager,80567.90156502412,15,3.120893704171425,2022-11-05
466,Employee_466,Marketing,Manager,110737.99146314981,1,3.517654160749491,2020-12-04
467,Employee_467,Sales,Junior,67422.68200770686,7,1.86453561903914,2021-11-22
468,Employee_468,Finance,Director,79261.07496803407,6,2.4455263713635955,2022-05-29
469,Employee_469,Engineering,Lead,93171.76309362339,0,3.9878500158998023,2018-09-19
470,Employee_470,Finance,Director,88853.57316281872,3,3.802169408091067,2020-01-14
471,Employee_471,Finance,Director,59639.41188880396,10,4.902700158979452,2019-06-30
472,Employee_472,Finance,Manager,77409.4280778509,19,4.574365065304981,2019-01-24
473,Employee_473,Marketing,Manager,88688.49550422633,6,3.3154312220121414,2022-02-09
474,Employee_474,Sales,Manager,46791.21656223056,17,3.878362851770617,2021-12-05
475,Employee_475,Marketing,Manager,106588.4752699127,3,3.246717245677541,2022-05-24
476,Employee_476,Engineering,Lead,110789.72263035277,16,5.0,2018-01-17
477,Employee_477,Finance,Senior,56930.49361388766,10,4.41921175684192,2019-10-25
478,Employee_478,HR,Junior,79841.75045870422,10,3.635748072686201,2018-04-13
479,Employee_479,Engineering,Manager,91056.95641677579,19,3.6603158279010812,2021-04-25
480,Employee_480,Sales,Manager,61359.646091781186,10,4.655880229807846,2020-08-09
481,Employee_481,Engineering,Junior,87040.34614220237,14,3.963662277691078,2020-07-20
482,Employee_482,Marketing,Manager,79081.39065730413,13,4.746902413656069,2018-01-26
483,Employee_483,HR,Senior,40000.0,16,1.745081658992901,2021-01-01
484,Employee_484,Marketing,Director,86479.03289946396,1,3.8689826091990387,2022-06-06
485,Employee_485,Finance,Junior,47496.4395932241,17,3.087652108254892,2022-05-17
486,Employee_486,Finance,Lead,98480.07129155118,15,4.905102390102394,2018-01-19
487,Employee_487,Engineering,Junior,58219.72312165278,11,4.7371189497518635,2022-11-14
488,Employee_488,Finance,Senior,70967.86415847138,9,3.526268647281045,2019-07-25
489,Employee_489,Finance,Lead,109306.97283616438,15,4.728504783048825,2020-10-14
490,Employee_490,Sales,Director,87409.54116322113,2,4.926491615994005,2021-09-18
491,Employee_491,Sales,Manager,48013.15201063637,7,3.5595253375409177,2022-05-13
492,Employee_492,Marketing,Junior,49627.08573002291,1,5.0,2021-01-26
493,Employee_493,Marketing,Lead,60017.430284406866,0,3.474927077864222,2022-10-18
494,Employee_494,Sales,Junior,84866.10208391664,13,3.3283832397312727,2020-04-11
495,Employee_495,Engineering,Director,83957.49537331921,3,4.192698070867475,2020-11-02
496,Employee_496,Sales,Junior,53922.44238342827,3,3.216967415086149,2020-11-01
497,Employee_497,Marketing,Lead,45819.76285964102,8,3.568271820635915,2018-06-13
498,Employee_498,HR,Senior,82039.58512714585,2,4.6275475392407275,2021-07-31
499,Employee_499,Finance,Lead,70453.49835524595,4,3.5153750817738163,2022-10-20
500,Employee_500,HR,Junior,128930.39718619344,0,2.1439857656197536,2020-05-22
